,ppm,hm,sensor,strain,max
1430,0.02,Cd,cadC,ALE2,0.7501349884367163
1431,0.03,Cd,cadC,ALE2,0.9087265487229976
1432,0.03,Cd,cadC,ALE2,0.8540008940545374
1433,0.03,Cd,cadC,ALE2,0.8836261728418827
1434,0.04,Cd,cadC,ALE2,0.7150716735799217
1435,0.04,Cd,cadC,ALE2,0.7609166943459776
1436,0.04,Cd,cadC,ALE2,0.7541521923349092
1437,0.06,Cd,cadC,ALE2,0.7444808510829583
1438,0.06,Cd,cadC,ALE2,0.7856795028685335
1439,0.06,Cd,cadC,ALE2,0.7417588665887962
1440,0.1,Cd,cadC,ALE2,0.721723866
1441,0.1,Cd,cadC,ALE2,0.8558293757212718
1442,0.1,Cd,cadC,ALE2,0.7609018538621007
1443,0.2,Cd,cadC,ALE2,0.9998193188750805
1444,0.2,Cd,cadC,ALE2,0.78580244
1445,0.2,Cd,cadC,ALE2,0.8820655746165823
1446,0.3,Cd,cadC,ALE2,0.8585411932595612
1447,0.3,Cd,cadC,ALE2,0.7484108715248933
1448,0.3,Cd,cadC,ALE2,0.7508194400792357
1449,0.4,Cd,cadC,ALE2,0.7587445278238251
1450,0.4,Cd,cadC,ALE2,0.7279640288048523
1451,0.4,Cd,cadC,ALE2,0.8493678124477538
1452,0.6,Cd,cadC,ALE2,0.7240702409396771
1453,0.6,Cd,cadC,ALE2,0.7548310992624949
1454,0.6,Cd,cadC,ALE2,0.8333457227559149
1455,1,Cd,cadC,ALE2,0.7914299499389057
1456,1,Cd,cadC,ALE2,0.766430371
1457,1,Cd,cadC,ALE2,0.7279325933751526
1458,2,Cd,cadC,ALE2,0.7914435022441657
1459,2,Cd,cadC,ALE2,0.8564276383571141
1460,2,Cd,cadC,ALE2,0.8256644648711692
1461,0,Cd,cadC,ALE2,0.6666208795162359
1462,0,Cd,cadC,ALE2,0.6824974156496348
1463,0,Cd,cadC,ALE2,0.7537046948616035
1464,0.01,Cd,cadC,ALE3,0.5720955763787022
1465,0.01,Cd,cadC,ALE3,0.6327371210145817
1466,0.01,Cd,cadC,ALE3,0.6317625402497451
1467,0.02,Cd,cadC,ALE3,0.6083074524002688
1468,0.02,Cd,cadC,ALE3,0.6596168208042095
1469,0.02,Cd,cadC,ALE3,0.6829258309633153
1470,0.03,Cd,cadC,ALE3,0.6062758341613684
1471,0.03,Cd,cadC,ALE3,0.6604766705802931
1472,0.03,Cd,cadC,ALE3,0.7065310495126436
1473,0.04,Cd,cadC,ALE3,0.6272462337967748
1474,0.04,Cd,cadC,ALE3,0.7351632345571264
1475,0.04,Cd,cadC,ALE3,0.6991607220424813
1476,0.06,Cd,cadC,ALE3,0.6861228535250402
1477,0.06,Cd,cadC,ALE3,0.6918259877387922
1478,0.06,Cd,cadC,ALE3,0.707403442
1479,0.1,Cd,cadC,ALE3,0.6749637841366349
1480,0.1,Cd,cadC,ALE3,0.669732422
1481,0.1,Cd,cadC,ALE3,0.7130422315497781
1482,0.2,Cd,cadC,ALE3,0.6874681798568613
1483,0.2,Cd,cadC,ALE3,0.6851894103105087
1484,0.2,Cd,cadC,ALE3,0.7259254068154725
1485,0.3,Cd,cadC,ALE3,0.6575964957051568
1486,0.3,Cd,cadC,ALE3,0.7158976690848624
1487,0.3,Cd,cadC,ALE3,0.8858171808678537
1488,0.4,Cd,cadC,ALE3,0.6492559491025048
1489,0.4,Cd,cadC,ALE3,0.8595192056724901
1490,0.4,Cd,cadC,ALE3,0.756561555
